Vendor Name,Product Setting,Business State/Territory,Specialty,Attestation Date,Attestations
Epic,Ambulatory,MN,Obstetrics/Gynecology,11/01/2011,15
eClinicalWorks LLC,Ambulatory,FL,Cardiovascular Disease (Cardiology),06/01/2011,1
GE Healthcare,Ambulatory,TN,Cardiovascular Disease (Cardiology),04/01/2012,4
GE Healthcare,Ambulatory,NC,General Surgery,02/01/2012,3
Others,Ambulatory,IL,Others,01/01/2012,102
Others,Ambulatory,IL,Others,01/01/2013,394
Allscripts,Ambulatory,AK,Family Practice,01/01/2012,3
Allscripts,Ambulatory,AK,Family Practice,01/01/2013,4
Epic,Ambulatory,TX,Others,01/01/2013,137
Epic,Ambulatory,TX,Others,01/01/2012,15
Epic,Ambulatory,ND,Internal Medicine,11/01/2012,1
Epic,Ambulatory,NM,Family Practice,12/01/2012,1
eClinicalWorks LLC,Ambulatory,VT,Internal Medicine,10/01/2012,9
Epic,Ambulatory,IL,Internal Medicine,08/01/2012,13
Epic,Ambulatory,IL,Internal Medicine,08/01/2011,12
Epic,Ambulatory,MN,Gastroenterology,12/01/2011,1
eClinicalWorks LLC,Ambulatory,WY,General Surgery,01/01/2013,2
Cerner,Ambulatory,MD,Others,12/01/2012,1
"Greenway Medical Technologies, Inc.",Ambulatory,AL,Others,12/01/2012,15
"Greenway Medical Technologies, Inc.",Ambulatory,AL,Others,12/01/2011,3
Epic,Ambulatory,WA,Cardiovascular Disease (Cardiology),05/01/2012,1
Allscripts,Ambulatory,NE,Family Practice,02/01/2012,5
eClinicalWorks LLC,Ambulatory,NH,Cardiovascular Disease (Cardiology),01/01/2013,1
Practice Fusion,Ambulatory,AZ,Family Practice,01/01/2012,1
Others,Ambulatory,KS,Cardiovascular Disease (Cardiology),12/01/2011,1
Others,Ambulatory,NJ,Orthopedic Surgery,05/01/2012,3
Cerner,Ambulatory,MA,Internal Medicine,02/01/2012,2
Others,Ambulatory,NJ,Cardiovascular Disease (Cardiology),11/01/2011,9
Others,Ambulatory,AR,General Surgery,12/01/2012,4
Others,Ambulatory,AR,General Surgery,12/01/2011,4
Others,Ambulatory,NJ,Cardiovascular Disease (Cardiology),11/01/2012,25
Others,Ambulatory,NJ,Family Practice,02/01/2012,22
Others,Ambulatory,GU,Others,01/01/2013,3
Others,Ambulatory,HI,General Surgery,11/01/2012,1
eClinicalWorks LLC,Ambulatory,FL,Others,01/01/2012,23
McKesson,Ambulatory,PA,Others,04/01/2012,2
eClinicalWorks LLC,Ambulatory,CA,Family Practice,02/01/2012,13
Allscripts,Ambulatory,DE,Family Practice,07/01/2012,1
Epic,Ambulatory,WI,Family Practice,08/01/2012,10
Epic,Ambulatory,WI,Family Practice,08/01/2011,37
eClinicalWorks LLC,Ambulatory,CA,Family Practice,12/01/2011,21
eClinicalWorks LLC,Ambulatory,CA,Family Practice,12/01/2012,7
Allscripts,Ambulatory,ID,Others,12/01/2012,1
GE Healthcare,Ambulatory,MO,Orthopedic Surgery,10/01/2011,3
"Greenway Medical Technologies, Inc.",Ambulatory,VA,Others,08/01/2011,2
NextGen,Ambulatory,OH,Optometry,01/01/2013,5
Epic,Inpatient,AL,Others,09/01/2012,1
Allscripts,Ambulatory,WV,Cardiovascular Disease (Cardiology),06/01/2012,2
Others,Inpatient,MI,Family Practice,01/01/2013,2
Practice Fusion,Ambulatory,MI,Internal Medicine,09/01/2012,1
eClinicalWorks LLC,Ambulatory,NJ,Internal Medicine,07/01/2012,1
eClinicalWorks LLC,Ambulatory,NJ,Cardiovascular Disease (Cardiology),12/01/2011,3
eClinicalWorks LLC,Ambulatory,NJ,Cardiovascular Disease (Cardiology),12/01/2012,11
Cerner,Ambulatory,NC,Internal Medicine,12/01/2012,26
Epic,Ambulatory,WI,Internal Medicine,10/01/2011,11
Epic,Ambulatory,WI,Internal Medicine,10/01/2012,33
Others,Ambulatory,CO,Optometry,01/01/2012,14
Others,Ambulatory,CO,Optometry,01/01/2013,36
Others,Ambulatory,UT,Family Practice,02/01/2012,5
Others,Ambulatory,VT,Family Practice,07/01/2012,1
Others,Ambulatory,TX,Optometry,09/01/2011,6
Others,Ambulatory,TX,Optometry,09/01/2012,25
NextGen,Ambulatory,SC,Internal Medicine,02/01/2012,4
Allscripts,Ambulatory,NC,Internal Medicine,07/01/2012,12
GE Healthcare,Ambulatory,AL,Internal Medicine,12/01/2012,2
"Greenway Medical Technologies, Inc.",Ambulatory,MS,Others,12/01/2011,2
"Greenway Medical Technologies, Inc.",Ambulatory,MS,Others,12/01/2012,8
Practice Fusion,Ambulatory,TN,Internal Medicine,09/01/2012,1
Practice Fusion,Ambulatory,TN,Internal Medicine,09/01/2011,1
GE Healthcare,Ambulatory,NV,Internal Medicine,04/01/2012,2
Others,Ambulatory,PR,Obstetrics/Gynecology,09/01/2012,1
Others,Ambulatory,AR,General Surgery,11/01/2012,1
Epic,Ambulatory,CA,Internal Medicine,10/01/2011,10
Epic,Ambulatory,CA,Internal Medicine,10/01/2012,82
Allscripts,Ambulatory,CO,Obstetrics/Gynecology,12/01/2012,11
Allscripts,Ambulatory,CO,Obstetrics/Gynecology,12/01/2011,3
"Greenway Medical Technologies, Inc.",Ambulatory,OH,Cardiovascular Disease (Cardiology),10/01/2011,1
Practice Fusion,Ambulatory,KY,Family Practice,10/01/2012,2
Epic,Ambulatory,MN,Podiatry,01/01/2013,17
Others,Ambulatory,OH,Internal Medicine,07/01/2012,12
eClinicalWorks LLC,Ambulatory,CA,Family Practice,01/01/2012,20
eClinicalWorks LLC,Ambulatory,CA,Family Practice,01/01/2013,52
McKesson,Inpatient,IN,N/A,01/01/2013,1
McKesson,Inpatient,IN,N/A,01/01/2012,1
Epic,Ambulatory,MI,Family Practice,07/01/2012,3
Epic,Ambulatory,MI,Family Practice,07/01/2011,1
Others,Ambulatory,NV,Family Practice,04/01/2012,2
Others,Ambulatory,MD,Cardiovascular Disease (Cardiology),08/01/2012,1
Practice Fusion,Ambulatory,WY,Others,01/01/2013,1
Others,Ambulatory,MI,Cardiovascular Disease (Cardiology),12/01/2011,1
Others,Ambulatory,MI,Cardiovascular Disease (Cardiology),12/01/2012,26
NextGen,Ambulatory,ID,Podiatry,11/01/2012,1
eClinicalWorks LLC,Ambulatory,NJ,Obstetrics/Gynecology,10/01/2012,4
NextGen,Ambulatory,NC,Family Practice,10/01/2012,1
Cerner,Inpatient,ME,Podiatry,11/01/2012,2
eClinicalWorks LLC,Ambulatory,MA,Obstetrics/Gynecology,01/01/2012,1
eClinicalWorks LLC,Ambulatory,MA,Obstetrics/Gynecology,01/01/2013,12
Others,Ambulatory,MI,Cardiovascular Disease (Cardiology),02/01/2012,23
Others,Ambulatory,AL,Internal Medicine,06/01/2012,8
Epic,Ambulatory,FL,Others,09/01/2012,3
Epic,Ambulatory,FL,Others,09/01/2011,14
NextGen,Ambulatory,OH,Family Practice,08/01/2012,8
"Greenway Medical Technologies, Inc.",Ambulatory,GA,Family Practice,01/01/2013,18
"Greenway Medical Technologies, Inc.",Ambulatory,GA,Family Practice,01/01/2012,3
eClinicalWorks LLC,Ambulatory,UT,Family Practice,08/01/2011,3
Allscripts,Ambulatory,TX,Podiatry,12/01/2011,3
Allscripts,Ambulatory,TX,Podiatry,12/01/2012,1
Cerner,Ambulatory,WI,Orthopedic Surgery,01/01/2013,4
Practice Fusion,Ambulatory,MD,General Surgery,01/01/2013,1
eClinicalWorks LLC,Ambulatory,TN,General Surgery,07/01/2012,13
Allscripts,Ambulatory,WI,Family Practice,01/01/2012,1
Allscripts,Ambulatory,WI,Family Practice,01/01/2013,3
McKesson,Ambulatory,IL,Internal Medicine,04/01/2012,2
Others,Ambulatory,DE,Internal Medicine,05/01/2012,3
Cerner,Ambulatory,MO,Obstetrics/Gynecology,08/01/2012,3
Others,Ambulatory,IN,Internal Medicine,09/01/2011,3
Others,Ambulatory,RI,Cardiovascular Disease (Cardiology),09/01/2011,7
Others,Ambulatory,IN,Internal Medicine,09/01/2012,6
Allscripts,Ambulatory,CA,Family Practice,12/01/2011,4
eClinicalWorks LLC,Ambulatory,MN,Others,12/01/2012,3
eClinicalWorks LLC,Ambulatory,MN,Others,12/01/2011,1
Allscripts,Ambulatory,CA,Others,09/01/2011,2
Epic,Ambulatory,PA,Cardiovascular Disease (Cardiology),06/01/2012,1
Epic,Ambulatory,AK,Family Practice,01/01/2013,1
Epic,Ambulatory,IL,Gastroenterology,09/01/2012,3
Cerner,Ambulatory,WI,Family Practice,07/01/2011,5
Cerner,Ambulatory,WI,Family Practice,07/01/2012,104
McKesson,Ambulatory,NY,Internal Medicine,11/01/2012,2
Others,Ambulatory,WI,Internal Medicine,01/01/2013,7
Others,Ambulatory,MO,Obstetrics/Gynecology,02/01/2012,2
Others,Ambulatory,ND,Family Practice,11/01/2012,1
Allscripts,Ambulatory,CO,Obstetrics/Gynecology,01/01/2012,6
Allscripts,Ambulatory,CO,Obstetrics/Gynecology,01/01/2013,4
NextGen,Ambulatory,NY,Orthopedic Surgery,02/01/2012,14
McKesson,Ambulatory,MD,Internal Medicine,11/01/2012,1
Others,Ambulatory,MA,Family Practice,05/01/2011,1
Others,Ambulatory,MA,Family Practice,05/01/2012,13
Allscripts,Ambulatory,NH,Others,11/01/2012,5
Others,Ambulatory,UT,Others,02/01/2012,9
GE Healthcare,Ambulatory,NC,Family Practice,12/01/2012,10
GE Healthcare,Ambulatory,IN,Family Practice,09/01/2012,24
GE Healthcare,Ambulatory,WA,Family Practice,08/01/2012,2
GE Healthcare,Ambulatory,WA,Family Practice,08/01/2011,3
Epic,Ambulatory,ND,Cardiovascular Disease (Cardiology),01/01/2013,1
Others,Ambulatory,RI,Internal Medicine,10/01/2011,1
Others,Ambulatory,RI,Internal Medicine,10/01/2012,6
Allscripts,Ambulatory,NC,Orthopedic Surgery,12/01/2011,8
Allscripts,Ambulatory,NC,Orthopedic Surgery,12/01/2012,52
eClinicalWorks LLC,Ambulatory,MA,Others,08/01/2012,14
NextGen,Ambulatory,MS,Internal Medicine,01/01/2013,3
Others,Ambulatory,MI,Cardiovascular Disease (Cardiology),01/01/2012,42
Others,Ambulatory,MI,Cardiovascular Disease (Cardiology),01/01/2013,24
eClinicalWorks LLC,Ambulatory,SD,Optometry,01/01/2012,1
"Greenway Medical Technologies, Inc.",Ambulatory,NC,General Surgery,12/01/2011,2
"Greenway Medical Technologies, Inc.",Ambulatory,NC,General Surgery,12/01/2012,1
McKesson,Inpatient,VA,N/A,10/01/2012,2
Others,Ambulatory,FL,Orthopedic Surgery,02/01/2012,2
Others,Ambulatory,LA,Podiatry,05/01/2012,2
Others,Ambulatory,LA,Podiatry,05/01/2011,1
Epic,Ambulatory,MO,Obstetrics/Gynecology,12/01/2012,3
Cerner,Inpatient,MO,Others,08/01/2012,1
Epic,Ambulatory,MO,Obstetrics/Gynecology,12/01/2011,24
Others,Ambulatory,CA,Podiatry,11/01/2011,3
Others,Ambulatory,CA,Podiatry,11/01/2012,15
Others,Inpatient,FL,N/A,01/01/2012,1
Cerner,Ambulatory,AL,Family Practice,12/01/2012,2
Cerner,Ambulatory,AL,Family Practice,12/01/2011,1
Others,Ambulatory,TN,Gastroenterology,08/01/2012,7
Others,Inpatient,AL,N/A,04/01/2011,4
NextGen,Ambulatory,MO,Orthopedic Surgery,10/01/2011,3
GE Healthcare,Ambulatory,AR,Family Practice,09/01/2012,4
Cerner,Ambulatory,AR,Orthopedic Surgery,01/01/2013,13
eClinicalWorks LLC,Ambulatory,WA,Others,05/01/2012,1
eClinicalWorks LLC,Ambulatory,PA,Podiatry,10/01/2012,1
Epic,Inpatient,NH,Obstetrics/Gynecology,01/01/2013,5
"Greenway Medical Technologies, Inc.",Ambulatory,KY,Internal Medicine,12/01/2011,1
GE Healthcare,Ambulatory,GA,Family Practice,12/01/2012,9
GE Healthcare,Ambulatory,GA,Family Practice,12/01/2011,10
Others,Ambulatory,WA,Optometry,06/01/2012,5
Others,Ambulatory,AR,Obstetrics/Gynecology,01/01/2013,4
Others,Ambulatory,AR,Obstetrics/Gynecology,01/01/2012,1
eClinicalWorks LLC,Ambulatory,WI,Others,04/01/2012,1
Others,Ambulatory,OK,Podiatry,06/01/2011,1
GE Healthcare,Ambulatory,NY,General Surgery,05/01/2012,1
"Greenway Medical Technologies, Inc.",Ambulatory,FL,Gastroenterology,01/01/2013,1
NextGen,Ambulatory,ID,Cardiovascular Disease (Cardiology),12/01/2012,1
Others,Ambulatory,NY,Family Practice,06/01/2011,9
Others,Ambulatory,NY,Family Practice,06/01/2012,31
Others,Inpatient,GA,N/A,02/01/2012,1
"Greenway Medical Technologies, Inc.",Ambulatory,AR,Others,12/01/2012,3
Others,Ambulatory,CT,Others,04/01/2012,13
NextGen,Ambulatory,AK,Internal Medicine,01/01/2013,2
Others,Ambulatory,LA,Internal Medicine,08/01/2011,4
Others,Ambulatory,LA,Internal Medicine,08/01/2012,4
Allscripts,Ambulatory,CO,Internal Medicine,05/01/2012,2
Epic,Inpatient,OR,N/A,08/01/2011,3
Allscripts,Inpatient,MO,N/A,01/01/2012,1
NextGen,Ambulatory,NJ,Cardiovascular Disease (Cardiology),12/01/2012,1
NextGen,Ambulatory,NJ,Cardiovascular Disease (Cardiology),02/01/2012,10
Cerner,Ambulatory,AL,Obstetrics/Gynecology,10/01/2012,10
Others,Ambulatory,MD,Internal Medicine,02/01/2012,8
Others,Ambulatory,AL,Family Practice,04/01/2012,18
Allscripts,Ambulatory,TN,Obstetrics/Gynecology,12/01/2012,8
Allscripts,Ambulatory,TN,Obstetrics/Gynecology,12/01/2011,29
Epic,Ambulatory,MO,Obstetrics/Gynecology,02/01/2012,11
Others,Ambulatory,NV,Orthopedic Surgery,07/01/2012,3
Others,Ambulatory,WV,Optometry,11/01/2012,5
Others,Ambulatory,WV,Optometry,11/01/2011,2
GE Healthcare,Ambulatory,MD,Family Practice,09/01/2012,1
NextGen,Ambulatory,AZ,General Surgery,12/01/2012,2
NextGen,Ambulatory,AZ,General Surgery,12/01/2011,5
Practice Fusion,Ambulatory,CA,Cardiovascular Disease (Cardiology),12/01/2011,2
Allscripts,Ambulatory,NJ,Internal Medicine,05/01/2012,3
Epic,Ambulatory,KY,Internal Medicine,08/01/2012,2
GE Healthcare,Ambulatory,KS,Obstetrics/Gynecology,11/01/2012,8
McKesson,Ambulatory,CO,Internal Medicine,10/01/2012,2
Others,Ambulatory,TN,Podiatry,12/01/2011,2
Others,Ambulatory,TN,Podiatry,12/01/2012,5
McKesson,Ambulatory,NM,Others,01/01/2013,1
Others,Inpatient,NC,N/A,08/01/2011,1
GE Healthcare,Ambulatory,MO,Internal Medicine,04/01/2012,2
NextGen,Ambulatory,IN,General Surgery,01/01/2013,10
Allscripts,Ambulatory,KY,Cardiovascular Disease (Cardiology),09/01/2012,1
eClinicalWorks LLC,Ambulatory,OH,Cardiovascular Disease (Cardiology),06/01/2012,1
NextGen,Ambulatory,WI,Others,12/01/2012,2
Allscripts,Inpatient,NY,N/A,07/01/2012,1
Cerner,Inpatient,CA,N/A,06/01/2012,1
Others,Inpatient,KS,N/A,01/01/2012,5
Others,Inpatient,KS,N/A,01/01/2013,2
eClinicalWorks LLC,Ambulatory,RI,General Surgery,11/01/2011,1
eClinicalWorks LLC,Ambulatory,RI,General Surgery,11/01/2012,1
Cerner,Inpatient,MD,N/A,10/01/2012,3
Cerner,Inpatient,MD,N/A,10/01/2011,6
McKesson,Inpatient,NJ,N/A,11/01/2012,2
GE Healthcare,Ambulatory,NH,Obstetrics/Gynecology,11/01/2012,14
GE Healthcare,Ambulatory,NH,Obstetrics/Gynecology,11/01/2011,3
Others,Inpatient,IA,N/A,08/01/2012,6
Cerner,Ambulatory,NJ,Gastroenterology,06/01/2012,4
eClinicalWorks LLC,Ambulatory,HI,Obstetrics/Gynecology,11/01/2012,1
GE Healthcare,Ambulatory,OH,General Surgery,02/01/2012,1
eClinicalWorks LLC,Ambulatory,MI,Family Practice,05/01/2012,4
McKesson,Ambulatory,VA,Others,05/01/2012,1
McKesson,Ambulatory,PA,Podiatry,12/01/2011,2
NextGen,Ambulatory,KY,Orthopedic Surgery,11/01/2012,2
McKesson,Ambulatory,PA,Podiatry,12/01/2012,3
"Greenway Medical Technologies, Inc.",Ambulatory,GA,Internal Medicine,12/01/2011,8
"Greenway Medical Technologies, Inc.",Ambulatory,GA,Internal Medicine,12/01/2012,3
Others,Ambulatory,FL,Others,05/01/2012,42
Others,Ambulatory,FL,Others,05/01/2011,8
Others,Ambulatory,ME,Others,06/01/2012,2
Practice Fusion,Ambulatory,IL,Obstetrics/Gynecology,12/01/2012,1
eClinicalWorks LLC,Ambulatory,SD,Podiatry,04/01/2012,1
Others,Ambulatory,MS,Internal Medicine,01/01/2012,2
Practice Fusion,Ambulatory,AR,Internal Medicine,04/01/2012,1
Others,Ambulatory,MS,Internal Medicine,01/01/2013,16
Allscripts,Ambulatory,KS,Family Practice,12/01/2011,4
eClinicalWorks LLC,Ambulatory,TX,Family Practice,06/01/2012,7
Cerner,Ambulatory,WI,Podiatry,12/01/2012,6
Cerner,Ambulatory,WI,Podiatry,12/01/2011,1
GE Healthcare,Ambulatory,OH,Internal Medicine,01/01/2013,5
eClinicalWorks LLC,Ambulatory,AZ,Others,01/01/2012,9
eClinicalWorks LLC,Ambulatory,AZ,Others,01/01/2013,32
Practice Fusion,Ambulatory,MO,Internal Medicine,04/01/2012,1
Others,Ambulatory,NC,Orthopedic Surgery,07/01/2012,6
NextGen,Ambulatory,NJ,Cardiovascular Disease (Cardiology),01/01/2013,10
Cerner,Ambulatory,MA,General Surgery,06/01/2012,6
Others,Inpatient,FL,N/A,08/01/2012,31
Others,Inpatient,FL,N/A,08/01/2011,1
"Greenway Medical Technologies, Inc.",Ambulatory,CA,Internal Medicine,12/01/2012,2
Others,Ambulatory,IL,Optometry,04/01/2012,8
McKesson,Ambulatory,DE,Family Practice,07/01/2012,1
Epic,Ambulatory,CT,Internal Medicine,04/01/2012,1
Epic,Ambulatory,PA,Cardiovascular Disease (Cardiology),07/01/2012,1
Epic,Ambulatory,PA,Cardiovascular Disease (Cardiology),07/01/2011,1
McKesson,Ambulatory,TX,General Surgery,01/01/2013,1
Epic,Ambulatory,HI,Obstetrics/Gynecology,01/01/2013,8
Cerner,Ambulatory,TN,Others,12/01/2011,1
NextGen,Inpatient,IL,N/A,10/01/2011,1
NextGen,Ambulatory,VA,Internal Medicine,02/01/2012,2
eClinicalWorks LLC,Ambulatory,NC,Internal Medicine,01/01/2013,11
Allscripts,Ambulatory,PA,Orthopedic Surgery,08/01/2011,1
Allscripts,Ambulatory,TN,General Surgery,06/01/2012,4
Epic,Inpatient,MO,N/A,10/01/2012,2
McKesson,Ambulatory,CA,Internal Medicine,02/01/2012,1
NextGen,Ambulatory,KY,Family Practice,02/01/2012,2
Epic,Inpatient,MO,N/A,10/01/2011,2
Practice Fusion,Ambulatory,UT,Others,12/01/2012,10
Practice Fusion,Ambulatory,UT,Others,12/01/2011,1
Allscripts,Ambulatory,GA,General Surgery,09/01/2012,5
NextGen,Ambulatory,MO,Orthopedic Surgery,07/01/2012,2
Others,Ambulatory,OK,Others,09/01/2012,10
NextGen,Ambulatory,AZ,Orthopedic Surgery,09/01/2012,4
eClinicalWorks LLC,Ambulatory,PA,Gastroenterology,09/01/2012,7
GE Healthcare,Ambulatory,IL,General Surgery,12/01/2012,4
Others,Ambulatory,TX,Internal Medicine,12/01/2012,28
Others,Ambulatory,TX,Internal Medicine,12/01/2011,21
NextGen,Ambulatory,ID,Obstetrics/Gynecology,10/01/2012,4
Others,Ambulatory,IA,Family Practice,01/01/2013,37
Allscripts,Ambulatory,IA,Gastroenterology,11/01/2012,3
"Greenway Medical Technologies, Inc.",Ambulatory,SC,Family Practice,09/01/2012,3
"Greenway Medical Technologies, Inc.",Ambulatory,SC,Family Practice,09/01/2011,1
GE Healthcare,Ambulatory,MN,Orthopedic Surgery,05/01/2012,3
NextGen,Ambulatory,MN,Gastroenterology,11/01/2011,2
NextGen,Ambulatory,MO,Internal Medicine,10/01/2011,22
Allscripts,Ambulatory,NM,Cardiovascular Disease (Cardiology),07/01/2012,11
NextGen,Ambulatory,MO,Internal Medicine,10/01/2012,1
McKesson,Ambulatory,CA,Gastroenterology,10/01/2012,1
McKesson,Ambulatory,PA,Podiatry,01/01/2013,5
Allscripts,Ambulatory,GA,Others,10/01/2011,3
Cerner,Ambulatory,NC,Others,05/01/2012,1
Epic,Ambulatory,MN,Podiatry,12/01/2012,3
Epic,Ambulatory,MN,Podiatry,12/01/2011,3
McKesson,Ambulatory,IA,General Surgery,08/01/2012,3
GE Healthcare,Ambulatory,TN,Family Practice,01/01/2013,6
GE Healthcare,Ambulatory,TN,Family Practice,01/01/2012,1
Others,,NY,Others,10/01/2012,1
"Greenway Medical Technologies, Inc.",Ambulatory,CA,Others,02/01/2012,1
McKesson,Ambulatory,TX,General Surgery,11/01/2012,1
GE Healthcare,Ambulatory,CO,Others,09/01/2012,4
Cerner,Ambulatory,IN,Obstetrics/Gynecology,12/01/2011,2
Others,Ambulatory,OH,Orthopedic Surgery,02/01/2012,1
eClinicalWorks LLC,Ambulatory,MI,Orthopedic Surgery,12/01/2012,3
eClinicalWorks LLC,Ambulatory,CA,General Surgery,01/01/2012,1
Epic,Ambulatory,MO,Others,07/01/2011,3
eClinicalWorks LLC,Ambulatory,IL,Internal Medicine,09/01/2011,4
eClinicalWorks LLC,Ambulatory,IL,Internal Medicine,09/01/2012,4
Others,Ambulatory,VA,Cardiovascular Disease (Cardiology),09/01/2012,1
Others,Ambulatory,VA,Cardiovascular Disease (Cardiology),09/01/2011,1
Others,Ambulatory,IN,Cardiovascular Disease (Cardiology),12/01/2012,2
Others,Ambulatory,NC,Others,10/01/2012,60
Others,Ambulatory,NC,Others,10/01/2011,7
Others,Ambulatory,OR,Internal Medicine,10/01/2011,3
Others,Ambulatory,OR,Internal Medicine,10/01/2012,15
Others,Ambulatory,GA,Gastroenterology,08/01/2012,2
Others,Ambulatory,ID,Internal Medicine,10/01/2012,3
Others,Ambulatory,OH,Cardiovascular Disease (Cardiology),11/01/2012,7
Others,Ambulatory,OH,Cardiovascular Disease (Cardiology),11/01/2011,1
Others,Ambulatory,CO,Others,12/01/2011,17
NextGen,Ambulatory,AR,Optometry,12/01/2012,2
GE Healthcare,Ambulatory,MD,Obstetrics/Gynecology,08/01/2012,2
Allscripts,Ambulatory,OR,Orthopedic Surgery,08/01/2012,4
Others,Ambulatory,NY,Obstetrics/Gynecology,06/01/2011,2
Others,Ambulatory,NY,Obstetrics/Gynecology,06/01/2012,2
Others,Ambulatory,NE,Obstetrics/Gynecology,04/01/2012,5
Cerner,Ambulatory,PA,Others,01/01/2013,24
Others,Ambulatory,TN,Optometry,10/01/2011,4
Others,Ambulatory,TN,Optometry,10/01/2012,11
"Greenway Medical Technologies, Inc.",Ambulatory,OH,General Surgery,07/01/2012,1
Allscripts,Ambulatory,CO,Internal Medicine,04/01/2012,1
Others,Ambulatory,ME,Podiatry,10/01/2011,3
Epic,Inpatient,CA,Family Practice,10/01/2012,1
Practice Fusion,Ambulatory,IN,Others,04/01/2012,2
NextGen,Ambulatory,MD,Others,01/01/2012,1
Others,Ambulatory,IN,Orthopedic Surgery,12/01/2012,4
Others,Ambulatory,IN,Orthopedic Surgery,12/01/2011,19
Others,Ambulatory,MT,Orthopedic Surgery,07/01/2011,3
Others,Ambulatory,TX,Internal Medicine,10/01/2011,14
eClinicalWorks LLC,Ambulatory,NJ,Orthopedic Surgery,12/01/2011,6
Others,Ambulatory,AL,Orthopedic Surgery,09/01/2012,1
eClinicalWorks LLC,Ambulatory,NH,Obstetrics/Gynecology,09/01/2012,1
GE Healthcare,Ambulatory,IA,General Surgery,01/01/2013,1
GE Healthcare,Ambulatory,NH,Others,12/01/2012,2
Others,Ambulatory,IN,Orthopedic Surgery,01/01/2012,4
Others,Ambulatory,MD,Others,04/01/2012,20
Others,Ambulatory,MD,Others,04/01/2011,1
Practice Fusion,Ambulatory,MD,Obstetrics/Gynecology,11/01/2012,2
eClinicalWorks LLC,Ambulatory,UT,Others,06/01/2012,1
NextGen,Ambulatory,NH,Orthopedic Surgery,09/01/2011,4
Epic,Ambulatory,KS,Others,05/01/2012,14
NextGen,Ambulatory,GA,Cardiovascular Disease (Cardiology),01/01/2013,2
Epic,Ambulatory,PA,General Surgery,08/01/2012,5
Epic,Ambulatory,PA,General Surgery,08/01/2011,1
Others,Ambulatory,HI,Internal Medicine,12/01/2011,7
Others,Ambulatory,RI,Family Practice,12/01/2012,11
Others,Ambulatory,RI,Family Practice,12/01/2011,2
Others,Ambulatory,HI,Internal Medicine,12/01/2012,4
McKesson,Ambulatory,KY,N/A,05/01/2012,1
Allscripts,Ambulatory,NC,Others,11/01/2011,26
Allscripts,Ambulatory,NC,Others,11/01/2012,34
GE Healthcare,Ambulatory,GA,Internal Medicine,10/01/2011,2
"Greenway Medical Technologies, Inc.",Ambulatory,CA,Gastroenterology,09/01/2012,2
eClinicalWorks LLC,Ambulatory,OH,Cardiovascular Disease (Cardiology),09/01/2012,2
GE Healthcare,Ambulatory,PA,Podiatry,11/01/2012,1
GE Healthcare,Ambulatory,PA,Podiatry,11/01/2011,2
NextGen,Ambulatory,NH,General Surgery,12/01/2012,1
Others,Ambulatory,PA,Others,08/01/2011,26
Others,Ambulatory,IL,General Surgery,12/01/2012,8
Others,Ambulatory,WI,Podiatry,09/01/2011,1
McKesson,Ambulatory,NJ,Internal Medicine,04/01/2012,1
GE Healthcare,Ambulatory,NV,Gastroenterology,06/01/2011,1
"Greenway Medical Technologies, Inc.",Ambulatory,FL,Cardiovascular Disease (Cardiology),01/01/2013,17
Others,Ambulatory,IN,Others,11/01/2012,55
Others,Ambulatory,IN,Others,11/01/2011,8
Epic,Inpatient,HI,Obstetrics/Gynecology,10/01/2012,11
GE Healthcare,Ambulatory,VA,Others,01/01/2013,24
GE Healthcare,Ambulatory,VA,Others,01/01/2012,9
Others,Inpatient,CO,Optometry,08/01/2012,1
Allscripts,Ambulatory,TX,Orthopedic Surgery,12/01/2012,12
Allscripts,Ambulatory,NY,Gastroenterology,10/01/2012,1
eClinicalWorks LLC,Ambulatory,NJ,Obstetrics/Gynecology,02/01/2012,1
eClinicalWorks LLC,Ambulatory,CA,Internal Medicine,09/01/2011,8
eClinicalWorks LLC,Ambulatory,CA,Internal Medicine,09/01/2012,6
Allscripts,Ambulatory,IL,Gastroenterology,01/01/2013,7
Allscripts,Ambulatory,IL,Gastroenterology,01/01/2012,2
eClinicalWorks LLC,Ambulatory,CO,Internal Medicine,12/01/2011,3
NextGen,Ambulatory,WI,Podiatry,02/01/2012,1
GE Healthcare,Ambulatory,DC,Cardiovascular Disease (Cardiology),06/01/2012,2
Others,Ambulatory,NM,Podiatry,12/01/2011,1
Others,Ambulatory,NM,Podiatry,12/01/2012,4
Intermountain Healthcare,Ambulatory,UT,Internal Medicine,01/01/2013,1344
Others,Ambulatory,IA,Internal Medicine,12/01/2011,2
Others,Ambulatory,IA,Internal Medicine,12/01/2012,13
McKesson,Ambulatory,TX,Others,07/01/2012,3
"Greenway Medical Technologies, Inc.",Ambulatory,CT,Gastroenterology,09/01/2011,2
NextGen,Ambulatory,NY,Family Practice,02/01/2012,7
Others,Ambulatory,LA,Internal Medicine,10/01/2012,7
Others,Ambulatory,LA,Internal Medicine,10/01/2011,2
Epic,Ambulatory,VA,Others,12/01/2012,8
Epic,Ambulatory,VA,Others,12/01/2011,53
eClinicalWorks LLC,Ambulatory,VA,Others,11/01/2012,6
Others,Ambulatory,CO,Internal Medicine,10/01/2012,3
Others,Ambulatory,CO,Internal Medicine,10/01/2011,5
Others,Inpatient,MS,N/A,11/01/2012,6
