Vendor Name,Product Setting,Business State/Territory,Specialty,Attestation Date,Attestations
Others,Ambulatory,TN,Family Practice,08/2011,8
Others,Ambulatory,TN,Family Practice,08/2012,4
Epic,Ambulatory,AZ,Internal Medicine,01/2012,1
Epic,Ambulatory,AZ,Internal Medicine,01/2013,5
Cerner,Ambulatory,MA,Others,01/2012,11
Cerner,Ambulatory,MA,Others,01/2013,56
Epic,Ambulatory,CT,Podiatry,10/2012,3
Cerner,Ambulatory,NJ,Gastroenterology,06/2012,4
McKesson,Ambulatory,TN,Family Practice,01/2013,4
Others,Ambulatory,MD,Family Practice,01/2012,6
Others,Ambulatory,MD,Family Practice,01/2013,32
Cerner,Ambulatory,LA,Internal Medicine,12/2011,22
Cerner,Ambulatory,LA,Internal Medicine,12/2012,2
Practice Fusion,Ambulatory,NJ,Others,10/2011,1
eClinicalWorks LLC,Ambulatory,MI,Obstetrics/Gynecology,11/2012,9
Practice Fusion,Ambulatory,NJ,Others,10/2012,5
NextGen,Ambulatory,MN,Family Practice,09/2012,8
Others,Ambulatory,WY,Others,04/2012,1
GE Healthcare,Ambulatory,IN,Internal Medicine,10/2011,1
Cerner,Ambulatory,AZ,Orthopedic Surgery,01/2013,8
McKesson,Ambulatory,NM,Internal Medicine,01/2012,1
GE Healthcare,Ambulatory,IN,Internal Medicine,10/2012,15
Others,Ambulatory,MS,Gastroenterology,12/2011,2
NextGen,Ambulatory,AZ,Cardiology,10/2011,1
Epic,Ambulatory,NY,General Surgery,09/2012,2
Epic,Inpatient,NE,Internal Medicine,12/2012,1
eClinicalWorks LLC,Ambulatory,NJ,Gastroenterology,05/2012,1
Others,Inpatient,MT,Family Practice,11/2012,8
McKesson,Ambulatory,NJ,Others,11/2012,2
McKesson,Ambulatory,NJ,Others,11/2011,1
Greenway Medical,Ambulatory,GA,Internal Medicine,12/2011,8
Greenway Medical,Ambulatory,GA,Internal Medicine,12/2012,3
eClinicalWorks LLC,Ambulatory,NC,Obstetrics/Gynecology,01/2012,2
Cerner,Ambulatory,MI,Family Practice,05/2012,1
Cerner,Inpatient,LA,N/A,10/2011,4
Allscripts,Ambulatory,GA,Others,11/2011,15
Allscripts,Ambulatory,LA,Others,01/2013,4
Practice Fusion,Ambulatory,FL,Family Practice,11/2012,4
eClinicalWorks LLC,Ambulatory,OR,Others,12/2011,9
Others,Ambulatory,TX,Others,12/2011,144
Others,Ambulatory,TX,Others,12/2012,244
Others,Ambulatory,AK,Podiatry,09/2011,1
Others,Ambulatory,CA,Others,10/2012,86
NextGen,Ambulatory,CO,Family Practice,08/2012,1
Epic,Inpatient,TX,N/A,08/2012,1
Others,Ambulatory,CA,Others,10/2011,62
NextGen,Ambulatory,IN,Podiatry,12/2012,9
Allscripts,Ambulatory,FL,Cardiology,01/2012,4
Allscripts,Ambulatory,FL,Cardiology,01/2013,12
Others,Ambulatory,WA,Podiatry,01/2013,21
Others,Ambulatory,WA,Podiatry,01/2012,10
eClinicalWorks LLC,Ambulatory,OH,Family Practice,11/2012,23
eClinicalWorks LLC,Ambulatory,OH,Family Practice,11/2011,17
NextGen,Ambulatory,TN,Cardiology,01/2013,23
NextGen,Ambulatory,TN,Cardiology,01/2012,1
Epic,Ambulatory,NY,General Surgery,12/2012,6
Others,Inpatient,ME,N/A,02/2012,15
Epic,Ambulatory,MI,Internal Medicine,02/2012,6
McKesson,Ambulatory,NV,Family Practice,01/2013,3
Epic,Ambulatory,AR,Internal Medicine,12/2011,17
Greenway Medical,Ambulatory,PA,Obstetrics/Gynecology,12/2012,14
GE Healthcare,Ambulatory,AZ,Others,02/2012,9
Others,Ambulatory,AZ,Orthopedic Surgery,07/2012,3
Epic,Ambulatory,MO,Internal Medicine,11/2012,8
NextGen,Ambulatory,TX,Internal Medicine,11/2012,12
NextGen,Ambulatory,TX,Internal Medicine,11/2011,15
Others,Ambulatory,TX,Cardiology,04/2012,5
Cerner,Ambulatory,NJ,Gastroenterology,01/2013,52
Cerner,Ambulatory,NJ,Gastroenterology,01/2012,1
eClinicalWorks LLC,Ambulatory,MO,Internal Medicine,12/2012,5
Practice Fusion,Ambulatory,NJ,Family Practice,11/2012,1
Greenway Medical,Ambulatory,OK,Family Practice,12/2012,2
Others,Ambulatory,GA,Obstetrics/Gynecology,10/2011,2
eClinicalWorks LLC,Ambulatory,MA,Cardiology,12/2011,11
eClinicalWorks LLC,Ambulatory,MA,Cardiology,12/2012,24
GE Healthcare,Ambulatory,TX,General Surgery,10/2012,2
Allscripts,Ambulatory,WA,Family Practice,11/2011,6
Allscripts,Ambulatory,NM,Cardiology,08/2012,2
Others,Ambulatory,SC,Family Practice,01/2013,29
Others,Ambulatory,SC,Family Practice,01/2012,3
Epic,Ambulatory,CT,Others,09/2012,3
GE Healthcare,Ambulatory,AR,Others,07/2012,2
Others,Ambulatory,SC,Others,04/2012,11
Epic,Ambulatory,KS,Internal Medicine,04/2012,9
Cerner,Ambulatory,TX,Family Practice,08/2012,2
Epic,Ambulatory,TX,Others,07/2012,29
Epic,Ambulatory,TX,Others,07/2011,1
Others,Ambulatory,NC,Cardiology,02/2012,24
McKesson,Inpatient,VA,N/A,08/2012,3
Cerner,Inpatient,FL,General Surgery,01/2013,15
Others,Ambulatory,KY,Podiatry,01/2013,24
Others,Ambulatory,KY,Podiatry,01/2012,12
eClinicalWorks LLC,Ambulatory,NY,Internal Medicine,05/2011,1
eClinicalWorks LLC,Ambulatory,NY,Internal Medicine,05/2012,16
Epic,Ambulatory,GA,Internal Medicine,10/2012,9
NextGen,Ambulatory,NJ,Others,11/2012,14
Others,Ambulatory,OH,Family Practice,02/2012,47
Epic,Ambulatory,WI,Family Practice,07/2012,37
Allscripts,Ambulatory,NJ,Podiatry,10/2012,1
Cerner,Inpatient,LA,N/A,05/2012,1
Allscripts,Ambulatory,SC,Podiatry,05/2012,1
Others,Ambulatory,NH,Podiatry,07/2011,1
GE Healthcare,Ambulatory,OR,Others,04/2012,2
Others,Ambulatory,CT,Optometry,06/2012,1
Others,Ambulatory,CT,Optometry,06/2011,1
Others,Ambulatory,AR,Optometry,05/2012,3
eClinicalWorks LLC,Ambulatory,NY,Others,11/2011,7
eClinicalWorks LLC,Ambulatory,IL,Podiatry,01/2013,7
Others,Ambulatory,DE,Family Practice,09/2011,4
Others,Ambulatory,DE,Family Practice,09/2012,2
Cerner,Ambulatory,OK,Others,04/2012,1
Practice Fusion,Ambulatory,SC,Family Practice,01/2012,1
Practice Fusion,Ambulatory,SC,Family Practice,01/2013,1
Epic,Ambulatory,KY,Family Practice,04/2012,26
Others,Ambulatory,ID,Cardiology,12/2012,4
Others,Ambulatory,DE,Podiatry,05/2012,1
Others,Ambulatory,OR,Internal Medicine,05/2012,1
Others,Ambulatory,MT,Cardiology,01/2013,1
Allscripts,Ambulatory,WV,Internal Medicine,04/2012,7
Cerner,Ambulatory,WI,Internal Medicine,04/2011,1
eClinicalWorks LLC,Ambulatory,OK,Family Practice,11/2011,2
Others,Ambulatory,NJ,Cardiology,09/2011,4
Others,Ambulatory,NJ,Cardiology,09/2012,7
Cerner,Ambulatory,NJ,Others,11/2011,1
Allscripts,Ambulatory,IA,Podiatry,10/2012,2
Others,Ambulatory,ND,Optometry,09/2012,2
McKesson,Ambulatory,WA,Family Practice,12/2012,4
McKesson,Ambulatory,WA,Family Practice,12/2011,2
eClinicalWorks LLC,Ambulatory,FL,Others,06/2011,5
eClinicalWorks LLC,Ambulatory,FL,Others,06/2012,19
Cerner,Inpatient,OR,N/A,02/2012,3
Allscripts,Ambulatory,MD,Internal Medicine,02/2012,3
Allscripts,Ambulatory,TX,Cardiology,08/2012,1
McKesson,Ambulatory,WI,Podiatry,05/2012,1
Others,Ambulatory,UT,Internal Medicine,02/2012,2
Greenway Medical,Ambulatory,TX,Obstetrics/Gynecology,02/2012,8
Others,Ambulatory,TN,Podiatry,06/2011,1
Cerner,Ambulatory,PA,Internal Medicine,04/2012,2
McKesson,Inpatient,OH,N/A,01/2013,10
Epic,Ambulatory,NJ,Cardiology,10/2012,3
Others,Ambulatory,ID,Others,08/2012,3
Others,Ambulatory,ID,Others,08/2011,1
GE Healthcare,Ambulatory,NY,Gastroenterology,04/2012,2
Others,Ambulatory,NY,Cardiology,05/2012,8
Practice Fusion,Ambulatory,WI,Podiatry,02/2012,5
McKesson,Ambulatory,VA,Obstetrics/Gynecology,12/2011,3
Practice Fusion,Ambulatory,MD,Internal Medicine,10/2011,1
Practice Fusion,Ambulatory,MD,Internal Medicine,10/2012,5
Practice Fusion,Ambulatory,AZ,Podiatry,05/2012,1
NextGen,Ambulatory,IN,Internal Medicine,08/2012,5
NextGen,Ambulatory,TN,Others,05/2011,1
eClinicalWorks LLC,Ambulatory,RI,Gastroenterology,12/2012,6
Epic,Ambulatory,KY,General Surgery,01/2013,6
Others,Ambulatory,AK,Others,08/2011,1
Allscripts,Ambulatory,TX,Gastroenterology,08/2011,1
Others,Ambulatory,AK,Family Practice,08/2011,1
eClinicalWorks LLC,Ambulatory,PA,Cardiology,12/2011,10
McKesson,Ambulatory,MI,Obstetrics/Gynecology,12/2012,1
eClinicalWorks LLC,Ambulatory,CA,Internal Medicine,01/2013,38
eClinicalWorks LLC,Ambulatory,CA,Internal Medicine,01/2012,30
Others,Inpatient,OH,N/A,05/2012,3
Others,Ambulatory,WA,General Surgery,07/2012,1
GE Healthcare,Ambulatory,TX,General Surgery,11/2012,1
Others,Ambulatory,MO,Internal Medicine,02/2012,4
Allscripts,Ambulatory,CO,Others,07/2012,2
Allscripts,Ambulatory,AL,Optometry,12/2011,1
NextGen,Ambulatory,TX,Obstetrics/Gynecology,05/2012,1
Cerner,Inpatient,IN,General Surgery,08/2012,4
Practice Fusion,Ambulatory,MA,Family Practice,10/2011,1
McKesson,Ambulatory,FL,Internal Medicine,12/2011,1
McKesson,Ambulatory,FL,Internal Medicine,12/2012,8
Others,Ambulatory,IL,Orthopedic Surgery,07/2012,2
Greenway Medical,Ambulatory,NE,Others,01/2013,2
eClinicalWorks LLC,Ambulatory,OH,Orthopedic Surgery,10/2012,1
Allscripts,Ambulatory,MN,Internal Medicine,07/2012,16
Epic,Ambulatory,NH,Internal Medicine,11/2011,41
McKesson,Ambulatory,OH,Obstetrics/Gynecology,09/2011,1
GE Healthcare,Ambulatory,TX,Cardiology,02/2012,4
Others,Ambulatory,SD,Podiatry,04/2012,1
McKesson,Ambulatory,MA,Podiatry,04/2012,1
Allscripts,Ambulatory,IL,Others,11/2012,14
McKesson,Ambulatory,MO,Others,12/2012,7
Others,Ambulatory,AR,Podiatry,01/2013,8
Cerner,Ambulatory,WI,Others,01/2013,20
NextGen,Ambulatory,SC,Family Practice,12/2012,1
Others,Ambulatory,MO,General Surgery,11/2012,12
Others,Ambulatory,MO,General Surgery,11/2011,2
McKesson,Inpatient,NH,N/A,01/2013,4
Others,Ambulatory,OK,Orthopedic Surgery,12/2011,2
McKesson,Ambulatory,MI,Internal Medicine,12/2012,2
Allscripts,Ambulatory,UT,Family Practice,04/2012,2
Allscripts,Ambulatory,PA,Family Practice,08/2012,3
Practice Fusion,Ambulatory,MO,Family Practice,01/2012,2
Practice Fusion,Ambulatory,MO,Family Practice,01/2013,3
Others,Ambulatory,AZ,Family Practice,09/2011,9
Others,Ambulatory,AZ,Family Practice,09/2012,8
Others,Ambulatory,UT,Orthopedic Surgery,07/2012,4
Others,Ambulatory,CA,Cardiology,08/2012,3
Others,Ambulatory,CA,Cardiology,08/2011,7
Allscripts,Ambulatory,PA,Obstetrics/Gynecology,01/2013,13
Others,Ambulatory,KS,Family Practice,04/2011,1
Others,Ambulatory,KS,Family Practice,04/2012,2
Practice Fusion,Ambulatory,CA,Podiatry,10/2012,6
eClinicalWorks LLC,Ambulatory,TX,Gastroenterology,08/2012,3
Others,Ambulatory,IA,Family Practice,01/2013,37
Others,Ambulatory,IA,Family Practice,01/2012,12
Others,Ambulatory,MA,Internal Medicine,06/2011,7
Others,Ambulatory,IL,Cardiology,11/2011,3
Others,Ambulatory,IL,Cardiology,11/2012,1
Others,Ambulatory,SC,Orthopedic Surgery,07/2012,7
Others,Ambulatory,TX,Internal Medicine,08/2012,14
Others,Ambulatory,PR,Internal Medicine,08/2012,1
Cerner,Ambulatory,AL,Gastroenterology,12/2012,6
Allscripts,Ambulatory,MN,General Surgery,09/2012,1
Others,Ambulatory,NJ,Obstetrics/Gynecology,01/2013,16
Others,Ambulatory,NJ,Obstetrics/Gynecology,01/2012,2
NextGen,Ambulatory,TN,Obstetrics/Gynecology,09/2012,2
Allscripts,Ambulatory,PA,Podiatry,12/2011,4
eClinicalWorks LLC,Ambulatory,TN,Obstetrics/Gynecology,11/2011,4
eClinicalWorks LLC,Ambulatory,NM,Internal Medicine,01/2013,3
eClinicalWorks LLC,Ambulatory,FL,General Surgery,08/2011,1
Practice Fusion,Ambulatory,NJ,Podiatry,10/2012,4
Greenway Medical,Ambulatory,NC,Gastroenterology,01/2013,1
McKesson,Ambulatory,DC,Podiatry,10/2011,1
eClinicalWorks LLC,Ambulatory,FL,Cardiology,08/2012,14
Greenway Medical,Ambulatory,NY,Obstetrics/Gynecology,01/2012,10
NextGen,Ambulatory,IN,Family Practice,12/2012,17
Others,Ambulatory,KY,Optometry,01/2013,36
Others,Ambulatory,KY,Optometry,01/2012,12
Others,Ambulatory,OK,Obstetrics/Gynecology,11/2011,7
Others,Inpatient,SC,N/A,11/2011,11
McKesson,Ambulatory,AZ,Others,09/2012,15
Others,Ambulatory,PA,Internal Medicine,09/2011,18
Others,Ambulatory,PA,Internal Medicine,09/2012,17
Cerner,Inpatient,IN,General Surgery,07/2012,1
McKesson,Ambulatory,NC,Others,06/2011,2
GE Healthcare,Ambulatory,NH,Obstetrics/Gynecology,10/2012,3
Practice Fusion,Ambulatory,OH,Internal Medicine,10/2012,2
eClinicalWorks LLC,Ambulatory,NE,Family Practice,09/2012,3
Epic,Ambulatory,MN,General Surgery,09/2012,16
Cerner,Inpatient,MD,N/A,10/2011,6
GE Healthcare,Ambulatory,DC,Others,06/2012,24
Others,Ambulatory,MA,Obstetrics/Gynecology,12/2012,37
Others,Ambulatory,MA,Obstetrics/Gynecology,12/2011,28
Cerner,Inpatient,AL,N/A,11/2012,3
Epic,Ambulatory,WA,Gastroenterology,10/2012,3
Others,Ambulatory,IA,Family Practice,09/2011,1
GE Healthcare,Ambulatory,FL,Family Practice,04/2012,2
GE Healthcare,Ambulatory,CO,Family Practice,11/2012,2
McKesson,Ambulatory,PA,General Surgery,12/2011,2
Greenway Medical,Ambulatory,WV,General Surgery,11/2012,1
Practice Fusion,Ambulatory,PA,Orthopedic Surgery,12/2012,1
Practice Fusion,Ambulatory,NY,Obstetrics/Gynecology,10/2012,1
McKesson,Inpatient,TX,N/A,01/2013,5
Epic,Ambulatory,NY,Cardiology,01/2013,30
McKesson,Ambulatory,IA,Orthopedic Surgery,12/2012,2
Cerner,Ambulatory,NC,Others,08/2011,2
Others,Ambulatory,CA,Podiatry,06/2012,4
GE Healthcare,Ambulatory,DC,Internal Medicine,10/2012,1
Others,Ambulatory,UT,Internal Medicine,10/2012,5
Epic,Ambulatory,OR,Others,10/2012,12
Epic,Ambulatory,OR,Others,10/2011,31
Others,Ambulatory,PA,Podiatry,12/2012,33
Others,Ambulatory,PA,Podiatry,12/2011,56
Cerner,Ambulatory,TN,Podiatry,01/2013,4
Others,Ambulatory,CA,Gastroenterology,11/2011,15
Others,Ambulatory,CA,Gastroenterology,11/2012,26
GE Healthcare,Ambulatory,UT,Others,05/2012,1
Cerner,Ambulatory,WI,Family Practice,01/2013,93
Epic,Ambulatory,AR,Others,02/2012,7
Allscripts,Ambulatory,UT,General Surgery,01/2012,1
Allscripts,Ambulatory,VA,Others,04/2012,12
Practice Fusion,Ambulatory,VA,Internal Medicine,01/2013,12
Practice Fusion,Ambulatory,VA,Internal Medicine,01/2012,6
NextGen,Ambulatory,TN,Family Practice,12/2011,1
Allscripts,Inpatient,CA,Internal Medicine,01/2012,1
NextGen,Ambulatory,NH,Internal Medicine,09/2011,9
Others,Ambulatory,MD,Podiatry,11/2011,8
Others,Inpatient,NJ,N/A,04/2012,3
Others,Ambulatory,MD,Podiatry,11/2012,5
Others,Ambulatory,HI,Gastroenterology,10/2012,3
Allscripts,Ambulatory,MA,Obstetrics/Gynecology,04/2012,7
eClinicalWorks LLC,Ambulatory,WA,Internal Medicine,04/2012,1
Greenway Medical,Ambulatory,TN,Cardiology,01/2013,1
Others,Ambulatory,IA,Gastroenterology,09/2012,1
Others,Ambulatory,MN,Optometry,05/2012,1
Epic,Ambulatory,NJ,Family Practice,03/2012,1
Others,Ambulatory,OK,Optometry,12/2011,13
Others,Ambulatory,OK,Optometry,12/2012,11
Epic,Ambulatory,FL,Gastroenterology,07/2012,4
Allscripts,Ambulatory,CA,Internal Medicine,02/2012,39
Allscripts,Ambulatory,WV,General Surgery,11/2012,1
Others,Ambulatory,RI,Internal Medicine,10/2011,1
Others,Ambulatory,RI,Internal Medicine,10/2012,6
McKesson,Ambulatory,NE,Family Practice,01/2012,4
McKesson,Ambulatory,NE,Family Practice,01/2013,13
eClinicalWorks LLC,Ambulatory,SC,Cardiology,11/2012,2
Allscripts,Ambulatory,VA,Internal Medicine,08/2012,19
Epic,Ambulatory,HI,Internal Medicine,01/2012,2
Epic,Ambulatory,HI,Internal Medicine,01/2013,36
Others,Ambulatory,IN,Optometry,08/2011,2
Epic,Ambulatory,LA,Obstetrics/Gynecology,09/2012,1
Others,Ambulatory,IN,Optometry,08/2012,4
Others,Inpatient,KS,N/A,03/2012,1
GE Healthcare,Ambulatory,ID,Others,01/2013,9
Cerner,Inpatient,MT,N/A,09/2011,3
Allscripts,Ambulatory,KS,Orthopedic Surgery,08/2012,1
NextGen,Ambulatory,VA,Family Practice,11/2011,1
NextGen,Ambulatory,VA,Family Practice,11/2012,8
McKesson,Ambulatory,WA,Optometry,07/2012,1
NextGen,Ambulatory,MA,Cardiology,02/2012,4
Epic,Ambulatory,MN,Others,10/2011,26
Others,Inpatient,NV,N/A,01/2013,1
eClinicalWorks LLC,Ambulatory,MD,Family Practice,04/2012,7
Epic,Ambulatory,MN,Others,10/2012,146
Others,Ambulatory,MA,Podiatry,07/2011,1
eClinicalWorks LLC,Ambulatory,NH,Others,01/2012,1
eClinicalWorks LLC,Ambulatory,NH,Others,01/2013,2
eClinicalWorks LLC,Ambulatory,SC,Others,01/2013,30
Others,Ambulatory,IA,Podiatry,01/2013,31
Others,Ambulatory,IA,Podiatry,01/2012,9
Others,Ambulatory,RI,Others,10/2011,1
Others,Ambulatory,CO,Gastroenterology,12/2012,2
Practice Fusion,Ambulatory,LA,Internal Medicine,08/2012,1
Epic,Ambulatory,MD,Family Practice,01/2013,1
Epic,Ambulatory,MI,Optometry,01/2013,7
Epic,Ambulatory,MA,Internal Medicine,10/2011,109
Greenway Medical,Ambulatory,MN,Obstetrics/Gynecology,02/2012,18
Allscripts,Ambulatory,MA,General Surgery,12/2012,1
Allscripts,Ambulatory,MA,General Surgery,12/2011,2
Others,Ambulatory,GA,Optometry,06/2012,2
GE Healthcare,Ambulatory,VA,General Surgery,11/2012,1
Others,Ambulatory,IA,Optometry,05/2012,1
eClinicalWorks LLC,Ambulatory,IN,Internal Medicine,01/2013,6
Others,Ambulatory,OH,Others,08/2011,4
Others,Ambulatory,OH,Others,08/2012,43
Greenway Medical,Ambulatory,TX,Others,02/2012,2
Cerner,Inpatient,IL,Gastroenterology,11/2012,1
NextGen,Ambulatory,IL,General Surgery,01/2013,3
McKesson,Inpatient,AZ,Others,09/2012,18
Cerner,Ambulatory,NJ,Others,08/2012,10
eClinicalWorks LLC,Ambulatory,MA,Podiatry,12/2011,4
Others,Ambulatory,MS,Optometry,05/2012,3
Allscripts,Ambulatory,DE,Others,11/2011,3
Others,Ambulatory,KS,Cardiology,12/2011,1
McKesson,Ambulatory,NM,Family Practice,12/2012,6
Epic,Inpatient,IN,Others,10/2012,1
Others,Ambulatory,NC,Obstetrics/Gynecology,12/2011,2
Others,Ambulatory,NC,Obstetrics/Gynecology,12/2012,4
Allscripts,Ambulatory,MN,Internal Medicine,09/2012,2
Epic,Ambulatory,NH,Family Practice,11/2011,17
NextGen,Ambulatory,TX,Others,12/2011,46
NextGen,Ambulatory,TX,Others,12/2012,23
NextGen,Ambulatory,IN,Internal Medicine,02/2012,4
McKesson,Ambulatory,FL,Others,01/2012,2
McKesson,Ambulatory,FL,Others,01/2013,39
Practice Fusion,Ambulatory,IA,Podiatry,02/2012,1
Epic,Ambulatory,IN,Family Practice,01/2012,24
Epic,Ambulatory,IN,Family Practice,01/2013,128
Others,Ambulatory,KS,Others,08/2011,5
eClinicalWorks LLC,Ambulatory,OR,Family Practice,06/2012,4
Practice Fusion,Ambulatory,PA,Internal Medicine,12/2011,8
GE Healthcare,Ambulatory,MA,Internal Medicine,12/2011,38
GE Healthcare,Ambulatory,MA,Internal Medicine,12/2012,12
Practice Fusion,Ambulatory,PA,Internal Medicine,12/2012,5
NextGen,Ambulatory,FL,Cardiology,05/2012,1
Epic,Inpatient,OH,Internal Medicine,02/2012,1
McKesson,Ambulatory,MO,Obstetrics/Gynecology,10/2012,1
Others,Ambulatory,CT,Obstetrics/Gynecology,12/2011,2
Others,Ambulatory,CT,Obstetrics/Gynecology,12/2012,4
Others,Ambulatory,CT,Internal Medicine,10/2012,26
Greenway Medical,Ambulatory,AL,Family Practice,07/2012,2
GE Healthcare,Ambulatory,CA,Orthopedic Surgery,12/2012,1
Allscripts,Ambulatory,FL,Obstetrics/Gynecology,08/2011,2
Greenway Medical,Ambulatory,MS,Obstetrics/Gynecology,12/2011,1
McKesson,Ambulatory,MD,General Surgery,02/2012,1
Epic,Inpatient,VA,Orthopedic Surgery,01/2013,16
NextGen,Ambulatory,NJ,Cardiology,12/2012,1
Others,Inpatient,MI,N/A,09/2011,4
Allscripts,Ambulatory,NC,Gastroenterology,08/2012,6
Allscripts,Ambulatory,NC,Gastroenterology,08/2011,1
Practice Fusion,Ambulatory,CA,General Surgery,02/2012,6
Practice Fusion,Ambulatory,KS,Podiatry,12/2011,1
NextGen,Ambulatory,OH,Podiatry,01/2013,3
eClinicalWorks LLC,Ambulatory,PA,Family Practice,01/2012,19
eClinicalWorks LLC,Ambulatory,PA,Family Practice,01/2013,63
NextGen,Ambulatory,IL,Internal Medicine,09/2012,1
Others,Ambulatory,CO,Orthopedic Surgery,10/2012,15
Others,Ambulatory,MN,Podiatry,12/2012,6
Others,Ambulatory,MN,Podiatry,12/2011,4
Others,Ambulatory,SC,Others,01/2012,22
Others,Ambulatory,SC,Others,01/2013,88
Allscripts,Ambulatory,PA,General Surgery,07/2012,7
Others,Ambulatory,VT,Family Practice,02/2012,1
Epic,Ambulatory,VT,Internal Medicine,09/2012,2
eClinicalWorks LLC,Ambulatory,PA,Podiatry,10/2012,1
McKesson,Ambulatory,SC,Family Practice,08/2012,3
eClinicalWorks LLC,Ambulatory,WA,Others,02/2012,1
eClinicalWorks LLC,Ambulatory,FL,Obstetrics/Gynecology,12/2011,2
eClinicalWorks LLC,Ambulatory,FL,Obstetrics/Gynecology,12/2012,4
NextGen,Ambulatory,IA,Internal Medicine,01/2012,1
NextGen,Ambulatory,IA,Internal Medicine,01/2013,2
Cerner,Inpatient,WY,N/A,02/2012,9
Greenway Medical,Ambulatory,SC,Family Practice,08/2011,4
Epic,Ambulatory,MS,Family Practice,10/2012,12
GE Healthcare,Ambulatory,OH,Family Practice,04/2012,2
Allscripts,Ambulatory,NJ,Cardiology,01/2013,12
eClinicalWorks LLC,Ambulatory,AZ,General Surgery,01/2013,3
GE Healthcare,Ambulatory,WI,Family Practice,12/2012,9
eClinicalWorks LLC,Ambulatory,IN,Orthopedic Surgery,09/2012,1
Allscripts,Ambulatory,TN,Orthopedic Surgery,11/2012,14
Cerner,Ambulatory,FL,Internal Medicine,01/2013,70
eClinicalWorks LLC,Ambulatory,KY,Others,06/2012,1
GE Healthcare,Ambulatory,IN,Obstetrics/Gynecology,01/2013,2
Allscripts,Inpatient,MA,N/A,11/2012,2
Epic,Ambulatory,NH,Gastroenterology,06/2011,1
Epic,Ambulatory,OR,Cardiology,01/2013,36
Others,Ambulatory,IL,Others,09/2011,23
Others,Ambulatory,NC,Podiatry,01/2012,8
Others,Ambulatory,NC,Podiatry,01/2013,16
Cerner,Ambulatory,AL,Internal Medicine,08/2012,26
Greenway Medical,Ambulatory,IA,Obstetrics/Gynecology,06/2012,2
Allscripts,Ambulatory,PA,Podiatry,11/2012,3
Others,Ambulatory,NJ,Others,05/2011,3
Others,Ambulatory,NJ,Others,05/2012,64
Allscripts,Ambulatory,KY,Family Practice,11/2012,5
NextGen,Ambulatory,FL,Obstetrics/Gynecology,09/2012,1
Others,Ambulatory,WA,Internal Medicine,01/2013,16
Others,Ambulatory,WA,Internal Medicine,01/2012,1
Greenway Medical,Ambulatory,VA,Family Practice,09/2012,2
Practice Fusion,Ambulatory,FL,Internal Medicine,12/2012,17
Practice Fusion,Ambulatory,FL,Internal Medicine,12/2011,20
Others,Ambulatory,TX,Others,06/2011,4
Epic,Ambulatory,AR,Orthopedic Surgery,11/2012,1
Others,Ambulatory,TX,Others,06/2012,32
Epic,Ambulatory,LA,Internal Medicine,08/2012,1
eClinicalWorks LLC,Ambulatory,FL,Gastroenterology,01/2013,18
eClinicalWorks LLC,Ambulatory,FL,Gastroenterology,01/2012,9
Others,Ambulatory,NV,Family Practice,07/2012,5
Cerner,Inpatient,MO,Family Practice,10/2012,3
Others,Ambulatory,NY,Internal Medicine,08/2011,22
Others,Ambulatory,NY,Internal Medicine,08/2012,32
Allscripts,Ambulatory,WI,Internal Medicine,01/2013,1
Allscripts,Ambulatory,KY,Internal Medicine,10/2011,5
Allscripts,Ambulatory,IL,Optometry,12/2012,2
Greenway Medical,Ambulatory,LA,Others,10/2011,1
Greenway Medical,Ambulatory,LA,Others,10/2012,4
Others,Ambulatory,NV,General Surgery,02/2012,1
Epic,Ambulatory,SD,General Surgery,11/2012,1
McKesson,Ambulatory,CO,Podiatry,12/2011,4
GE Healthcare,Ambulatory,MN,Orthopedic Surgery,06/2012,1
Greenway Medical,Ambulatory,CA,Cardiology,10/2012,1
Others,Ambulatory,FL,Obstetrics/Gynecology,11/2012,9
Allscripts,Ambulatory,MI,Internal Medicine,06/2011,2
Greenway Medical,Ambulatory,OH,General Surgery,07/2012,1
Others,Ambulatory,DC,Gastroenterology,11/2012,7
Allscripts,Ambulatory,CA,Orthopedic Surgery,04/2012,1
Epic,Ambulatory,HI,General Surgery,09/2011,1
Others,Ambulatory,MA,Optometry,09/2011,4
Others,Ambulatory,MA,Optometry,09/2012,13
Allscripts,Ambulatory,NY,Others,05/2012,18
Others,Ambulatory,WI,Cardiology,12/2012,1
eClinicalWorks LLC,Ambulatory,LA,Others,07/2012,1
Practice Fusion,Ambulatory,TX,Family Practice,05/2012,3
GE Healthcare,Ambulatory,NY,Obstetrics/Gynecology,02/2012,3
GE Healthcare,Ambulatory,MA,Cardiology,04/2012,1
Others,Ambulatory,NC,Cardiology,08/2012,3
Allscripts,Ambulatory,MO,Podiatry,09/2012,1
Epic,Ambulatory,VA,Family Practice,05/2012,4
GE Healthcare,Ambulatory,OH,Family Practice,11/2012,1
McKesson,Ambulatory,NY,Family Practice,11/2012,1
Others,Ambulatory,WA,Optometry,04/2011,2
Others,Ambulatory,WA,Optometry,04/2012,6
Cerner,Ambulatory,PA,Others,06/2012,4
Cerner,Ambulatory,OR,Gastroenterology,12/2011,2
eClinicalWorks LLC,Ambulatory,TX,Internal Medicine,11/2012,15
eClinicalWorks LLC,Ambulatory,TX,Internal Medicine,11/2011,17
Cerner,Inpatient,WI,General Surgery,05/2012,7
